QGPIORecord, QRC v6.1.0, 04-12-2021 @ 21:54:55, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, C, D, ValueIn9, ValueIn10, ValueIn11
214070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214191, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
214590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
