QGPIORecord, QRC v6.1.0, 20-12-2021 @ 21:46:05, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, -, -, -, -, -
603390, -5.9571, -5.60648, -6, -0.0428953, -0.393519, -3.00995, -3.29426, 0, 0, 0, 0, 0
603401, -5.60297, -5.60297, -6, -0.397026, -0.397026, -3.01584, -3.30606, 0, 0, 0, 0, 0
603410, -5.60648, -5.94659, -6, -0.393519, -0.0534139, -3.02642, -3.31278, 0, 0, 0, 0, 0
603420, -5.96061, -5.62051, -6, -0.0393887, -0.379494, -3.03221, -3.31925, 0, 0, 0, 0, 0
603430, -5.61349, -5.96412, -6, -0.386507, -0.0358825, -3.03791, -3.32545, 0, 0, 0, 0, 0
603441, -5.60648, -5.95009, -6, -0.393519, -0.0499077, -3.04835, -3.32673, 0, 0, 0, 0, 0
603450, -5.96061, -5.96412, -6, -0.0393887, -0.0358825, -3.05414, -3.32801, 0, 0, 0, 0, 0
603460, -5.61349, -5.61349, -6, -0.386507, -0.386507, -3.05984, -3.33431, 0, 0, 0, 0, 0
603470, -5.60648, -5.60648, -6, -0.393519, -0.393519, -3.07028, -3.34596, 0, 0, 0, 0, 0
603481, -5.60297, -5.9536, -6, -0.397026, -0.0464015, -3.08086, -3.35252, 0, 0, 0, 0, 0
603491, -5.60999, -5.96061, -6, -0.390013, -0.0393887, -3.09139, -3.3538, 0, 0, 0, 0, 0
603500, -5.60648, -5.9536, -6, -0.393519, -0.0464015, -3.10187, -3.35508, 0, 0, 0, 0, 0
603510, -5.61349, -5.96762, -6, -0.386507, -0.0323763, -3.11231, -3.35626, 0, 0, 0, 0, 0
603521, -5.60999, -5.96061, -6, -0.390013, -0.0393887, -3.1227, -3.35733, 0, 0, 0, 0, 0
603531, -5.60297, -5.9536, -6, -0.397026, -0.0464015, -3.13323, -3.35861, 0, 0, 0, 0, 0
603540, -5.61349, -6.31124, -6, -0.386507, 0.311235, -3.14372, -3.35466, 0, 0, 0, 0, 0
